"Plot Title: jp_NorthWest2324"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21397969, SEN S/N: 21397969)","Host Connected (LGR S/N: 21397969)","Coupler Detached (LGR S/N: 21397969)","Good Battery (LGR S/N: 21397969)","Coupler Attached (LGR S/N: 21397969)","Bad Battery (LGR S/N: 21397969)","Stopped (LGR S/N: 21397969)","End Of File (LGR S/N: 21397969)"
1,07/05/24 11:27:51 AM,16.808,,,,,,,
2,07/05/24 11:28:09 AM,,Logged,,,,,,
3,07/05/24 11:28:10 AM,,,Logged,,,,,
4,07/05/24 01:27:51 PM,16.713,,,,,,,
5,07/05/24 03:27:51 PM,18.901,,,,,,,
6,07/05/24 05:27:51 PM,17.284,,,,,,,
7,07/05/24 07:27:51 PM,13.269,,,,,,,
8,07/05/24 09:27:51 PM,8.680,,,,,,,
9,07/05/24 11:27:51 PM,6.877,,,,,,,
10,07/06/24 01:27:51 AM,5.860,,,,,,,
11,07/06/24 03:27:51 AM,5.141,,,,,,,
12,07/06/24 05:27:51 AM,4.415,,,,,,,
13,07/06/24 07:27:51 AM,5.037,,,,,,,
14,07/06/24 09:27:51 AM,10.357,,,,,,,
15,07/06/24 11:27:51 AM,16.237,,,,,,,
16,07/06/24 01:27:51 PM,18.616,,,,,,,
17,07/06/24 03:27:51 PM,19.948,,,,,,,
18,07/06/24 05:27:51 PM,16.618,,,,,,,
19,07/06/24 07:27:51 PM,12.883,,,,,,,
20,07/06/24 09:27:51 PM,10.455,,,,,,,
21,07/06/24 11:27:51 PM,8.779,,,,,,,
22,07/07/24 01:27:51 AM,7.582,,,,,,,
23,07/07/24 03:27:51 AM,6.166,,,,,,,
24,07/07/24 05:27:51 AM,5.141,,,,,,,
25,07/07/24 07:27:51 AM,5.757,,,,,,,
26,07/07/24 09:27:51 AM,10.455,,,,,,,
27,07/07/24 11:27:51 AM,15.473,,,,,,,
28,07/07/24 01:27:51 PM,16.713,,,,,,,
29,07/07/24 03:27:51 PM,16.427,,,,,,,
30,07/07/24 05:27:51 PM,14.709,,,,,,,
31,07/07/24 07:27:51 PM,12.690,,,,,,,
32,07/07/24 09:27:51 PM,9.176,,,,,,,
33,07/07/24 11:27:51 PM,7.381,,,,,,,
34,07/08/24 01:27:51 AM,6.166,,,,,,,
35,07/08/24 03:27:51 AM,6.166,,,,,,,
36,07/08/24 05:27:51 AM,4.415,,,,,,,
37,07/08/24 07:27:51 AM,4.934,,,,,,,
38,07/08/24 09:27:51 AM,10.357,,,,,,,
39,07/08/24 11:27:51 AM,15.855,,,,,,,
40,07/08/24 01:27:51 PM,20.519,,,,,,,
41,07/08/24 03:27:51 PM,22.621,,,,,,,
42,07/08/24 05:27:51 PM,22.046,,,,,,,
43,07/08/24 07:27:51 PM,17.189,,,,,,,
44,07/08/24 09:27:51 PM,11.819,,,,,,,
45,07/08/24 11:27:51 PM,9.373,,,,,,,
46,07/09/24 01:27:51 AM,8.182,,,,,,,
47,07/09/24 03:27:51 AM,6.978,,,,,,,
48,07/09/24 05:27:51 AM,6.166,,,,,,,
49,07/09/24 07:27:51 AM,7.280,,,,,,,
50,07/09/24 09:27:51 AM,11.528,,,,,,,
51,07/09/24 11:27:51 AM,17.665,,,,,,,
52,07/09/24 01:27:51 PM,20.519,,,,,,,
53,07/09/24 03:27:51 PM,18.711,,,,,,,
54,07/09/24 05:27:51 PM,14.325,,,,,,,
55,07/09/24 07:27:51 PM,12.787,,,,,,,
56,07/09/24 09:27:51 PM,9.669,,,,,,,
57,07/09/24 11:27:51 PM,7.782,,,,,,,
58,07/10/24 01:27:51 AM,6.978,,,,,,,
59,07/10/24 03:27:51 AM,5.860,,,,,,,
60,07/10/24 05:27:51 AM,5.450,,,,,,,
61,07/10/24 07:27:51 AM,6.471,,,,,,,
62,07/10/24 09:27:51 AM,11.236,,,,,,,
63,07/10/24 11:27:51 AM,16.141,,,,,,,
64,07/10/24 01:27:51 PM,19.472,,,,,,,
65,07/10/24 03:27:51 PM,18.045,,,,,,,
66,07/10/24 05:27:51 PM,12.013,,,,,,,
67,07/10/24 07:27:51 PM,13.750,,,,,,,
68,07/10/24 09:27:51 PM,9.176,,,,,,,
69,07/10/24 11:27:51 PM,7.582,,,,,,,
70,07/11/24 01:27:51 AM,6.268,,,,,,,
71,07/11/24 03:27:51 AM,5.450,,,,,,,
72,07/11/24 05:27:51 AM,5.037,,,,,,,
73,07/11/24 07:27:51 AM,6.064,,,,,,,
74,07/11/24 09:27:51 AM,11.334,,,,,,,
75,07/11/24 11:27:51 AM,15.569,,,,,,,
76,07/11/24 01:27:51 PM,19.758,,,,,,,
77,07/11/24 03:27:51 PM,20.234,,,,,,,
78,07/11/24 05:27:51 PM,19.282,,,,,,,
79,07/11/24 07:27:51 PM,16.999,,,,,,,
80,07/11/24 09:27:51 PM,12.207,,,,,,,
81,07/11/24 11:27:51 PM,9.965,,,,,,,
82,07/12/24 01:27:51 AM,8.779,,,,,,,
83,07/12/24 03:27:51 AM,8.282,,,,,,,
84,07/12/24 05:27:51 AM,7.481,,,,,,,
85,07/12/24 07:27:51 AM,8.082,,,,,,,
86,07/12/24 09:27:51 AM,12.980,,,,,,,
87,07/12/24 11:27:51 AM,16.427,,,,,,,
88,07/12/24 01:27:51 PM,19.377,,,,,,,
89,07/12/24 03:27:51 PM,21.569,,,,,,,
90,07/12/24 05:27:51 PM,20.996,,,,,,,
91,07/12/24 07:27:51 PM,17.665,,,,,,,
92,07/12/24 09:27:51 PM,12.883,,,,,,,
93,07/12/24 11:27:51 PM,10.944,,,,,,,
94,07/13/24 01:27:51 AM,9.866,,,,,,,
95,07/13/24 03:27:51 AM,8.978,,,,,,,
96,07/13/24 05:27:51 AM,8.282,,,,,,,
97,07/13/24 07:27:51 AM,8.182,,,,,,,
98,07/13/24 09:27:51 AM,13.173,,,,,,,
99,07/13/24 11:27:51 AM,17.950,,,,,,,
100,07/13/24 01:27:51 PM,22.142,,,,,,,
101,07/13/24 03:27:51 PM,24.255,,,,,,,
102,07/13/24 05:27:51 PM,23.484,,,,,,,
103,07/13/24 07:27:51 PM,19.758,,,,,,,
104,07/13/24 09:27:51 PM,14.804,,,,,,,
105,07/13/24 11:27:51 PM,12.497,,,,,,,
106,07/14/24 01:27:51 AM,11.625,,,,,,,
107,07/14/24 03:27:51 AM,10.259,,,,,,,
108,07/14/24 05:27:51 AM,9.275,,,,,,,
109,07/14/24 07:27:51 AM,9.472,,,,,,,
110,07/14/24 09:27:51 AM,14.804,,,,,,,
111,07/14/24 11:27:51 AM,20.805,,,,,,,
112,07/14/24 01:27:51 PM,22.046,,,,,,,
113,07/14/24 03:27:51 PM,22.525,,,,,,,
114,07/14/24 05:27:51 PM,20.424,,,,,,,
115,07/14/24 07:27:51 PM,19.662,,,,,,,
116,07/14/24 09:27:51 PM,14.517,,,,,,,
117,07/14/24 11:27:51 PM,12.304,,,,,,,
118,07/15/24 01:27:51 AM,10.651,,,,,,,
119,07/15/24 03:27:51 AM,9.768,,,,,,,
120,07/15/24 05:27:51 AM,8.581,,,,,,,
121,07/15/24 07:27:51 AM,8.282,,,,,,,
122,07/15/24 09:27:51 AM,12.497,,,,,,,
123,07/15/24 11:27:51 AM,16.999,,,,,,,
124,07/15/24 01:27:51 PM,18.521,,,,,,,
125,07/15/24 03:27:51 PM,18.806,,,,,,,
126,07/15/24 05:27:51 PM,13.076,,,,,,,
127,07/15/24 07:27:51 PM,12.497,,,,,,,
128,07/15/24 09:27:51 PM,9.571,,,,,,,
129,07/15/24 11:27:51 PM,8.382,,,,,,,
130,07/16/24 01:27:51 AM,7.280,,,,,,,
131,07/16/24 03:27:51 AM,7.079,,,,,,,
132,07/16/24 05:27:51 AM,6.573,,,,,,,
133,07/16/24 07:27:51 AM,6.064,,,,,,,
134,07/16/24 09:27:51 AM,12.207,,,,,,,
135,07/16/24 11:27:51 AM,15.760,,,,,,,
136,07/16/24 01:27:51 PM,18.806,,,,,,,
137,07/16/24 03:27:51 PM,18.521,,,,,,,
138,07/16/24 05:27:51 PM,15.569,,,,,,,
139,07/16/24 07:27:51 PM,11.528,,,,,,,
140,07/16/24 09:27:51 PM,9.571,,,,,,,
141,07/16/24 11:27:51 PM,7.983,,,,,,,
142,07/17/24 01:27:51 AM,6.674,,,,,,,
143,07/17/24 03:27:51 AM,5.552,,,,,,,
144,07/17/24 05:27:51 AM,4.831,,,,,,,
145,07/17/24 07:27:51 AM,5.450,,,,,,,
146,07/17/24 09:27:51 AM,11.431,,,,,,,
147,07/17/24 11:27:51 AM,15.473,,,,,,,
148,07/17/24 01:27:51 PM,18.996,,,,,,,
149,07/17/24 03:27:51 PM,20.710,,,,,,,
150,07/17/24 05:27:51 PM,19.092,,,,,,,
151,07/17/24 07:27:51 PM,14.804,,,,,,,
152,07/17/24 09:27:51 PM,11.528,,,,,,,
153,07/17/24 11:27:51 PM,10.455,,,,,,,
154,07/18/24 01:27:51 AM,8.481,,,,,,,
155,07/18/24 03:27:51 AM,7.481,,,,,,,
156,07/18/24 05:27:51 AM,6.573,,,,,,,
157,07/18/24 07:27:51 AM,7.179,,,,,,,
158,07/18/24 09:27:51 AM,12.594,,,,,,,
159,07/18/24 11:27:51 AM,16.237,,,,,,,
160,07/18/24 01:27:51 PM,17.760,,,,,,,
161,07/18/24 03:27:51 PM,16.427,,,,,,,
162,07/18/24 05:27:51 PM,14.421,,,,,,,
163,07/18/24 07:27:51 PM,14.325,,,,,,,
164,07/18/24 09:27:51 PM,10.455,,,,,,,
165,07/18/24 11:27:51 PM,8.779,,,,,,,
166,07/19/24 01:27:51 AM,7.983,,,,,,,
167,07/19/24 03:27:51 AM,7.381,,,,,,,
168,07/19/24 05:27:51 AM,7.280,,,,,,,
169,07/19/24 07:27:51 AM,7.782,,,,,,,
170,07/19/24 09:27:51 AM,9.768,,,,,,,
171,07/19/24 11:27:51 AM,13.558,,,,,,,
172,07/19/24 01:27:51 PM,15.282,,,,,,,
173,07/19/24 03:27:51 PM,18.236,,,,,,,
174,07/19/24 05:27:51 PM,19.567,,,,,,,
175,07/19/24 07:27:51 PM,12.304,,,,,,,
176,07/19/24 09:27:51 PM,9.866,,,,,,,
177,07/19/24 11:27:51 PM,8.779,,,,,,,
178,07/20/24 01:27:51 AM,7.481,,,,,,,
179,07/20/24 03:27:51 AM,6.877,,,,,,,
180,07/20/24 05:27:51 AM,5.757,,,,,,,
181,07/20/24 07:27:51 AM,6.370,,,,,,,
182,07/20/24 09:27:51 AM,10.846,,,,,,,
183,07/20/24 11:27:51 AM,15.282,,,,,,,
184,07/20/24 01:27:51 PM,18.616,,,,,,,
185,07/20/24 03:27:51 PM,20.043,,,,,,,
186,07/20/24 05:27:51 PM,20.901,,,,,,,
187,07/20/24 07:27:51 PM,16.713,,,,,,,
188,07/20/24 09:27:51 PM,12.401,,,,,,,
189,07/20/24 11:27:51 PM,11.041,,,,,,,
190,07/21/24 01:27:51 AM,9.768,,,,,,,
191,07/21/24 03:27:51 AM,7.983,,,,,,,
192,07/21/24 05:27:51 AM,6.978,,,,,,,
193,07/21/24 07:27:51 AM,6.674,,,,,,,
194,07/21/24 09:27:51 AM,11.431,,,,,,,
195,07/21/24 11:27:51 AM,15.855,,,,,,,
196,07/21/24 01:27:51 PM,16.999,,,,,,,
197,07/21/24 03:27:51 PM,15.855,,,,,,,
198,07/21/24 05:27:51 PM,15.855,,,,,,,
199,07/21/24 07:27:51 PM,13.269,,,,,,,
200,07/21/24 09:27:51 PM,10.455,,,,,,,
201,07/21/24 11:27:51 PM,8.182,,,,,,,
202,07/22/24 01:27:51 AM,6.370,,,,,,,
203,07/22/24 03:27:51 AM,5.552,,,,,,,
204,07/22/24 05:27:51 AM,4.415,,,,,,,
205,07/22/24 07:27:51 AM,4.519,,,,,,,
206,07/22/24 09:27:51 AM,10.063,,,,,,,
207,07/22/24 11:27:51 AM,15.378,,,,,,,
208,07/22/24 01:27:51 PM,17.189,,,,,,,
209,07/22/24 03:27:51 PM,17.284,,,,,,,
210,07/22/24 05:27:51 PM,15.282,,,,,,,
211,07/22/24 07:27:51 PM,13.750,,,,,,,
212,07/22/24 09:27:51 PM,9.866,,,,,,,
213,07/22/24 11:27:51 PM,7.582,,,,,,,
214,07/23/24 01:27:51 AM,6.268,,,,,,,
215,07/23/24 03:27:51 AM,5.347,,,,,,,
216,07/23/24 05:27:51 AM,4.623,,,,,,,
217,07/23/24 07:27:51 AM,4.727,,,,,,,
218,07/23/24 09:27:51 AM,9.866,,,,,,,
219,07/23/24 11:27:51 AM,16.523,,,,,,,
220,07/23/24 01:27:51 PM,20.519,,,,,,,
221,07/23/24 03:27:51 PM,20.519,,,,,,,
222,07/23/24 05:27:51 PM,21.760,,,,,,,
223,07/23/24 07:27:51 PM,17.379,,,,,,,
224,07/23/24 09:27:51 PM,12.013,,,,,,,
225,07/23/24 11:27:51 PM,9.669,,,,,,,
226,07/24/24 01:27:51 AM,8.581,,,,,,,
227,07/24/24 03:27:51 AM,7.381,,,,,,,
228,07/24/24 05:27:51 AM,6.471,,,,,,,
229,07/24/24 07:27:51 AM,6.877,,,,,,,
230,07/24/24 09:27:51 AM,12.594,,,,,,,
231,07/24/24 11:27:51 AM,16.618,,,,,,,
232,07/24/24 01:27:51 PM,20.138,,,,,,,
233,07/24/24 03:27:51 PM,18.996,,,,,,,
234,07/24/24 05:27:51 PM,16.903,,,,,,,
235,07/24/24 07:27:51 PM,15.664,,,,,,,
236,07/24/24 09:27:51 PM,11.139,,,,,,,
237,07/24/24 11:27:51 PM,8.879,,,,,,,
238,07/25/24 01:27:51 AM,7.782,,,,,,,
239,07/25/24 03:27:51 AM,6.775,,,,,,,
240,07/25/24 05:27:51 AM,6.775,,,,,,,
241,07/25/24 07:27:51 AM,7.179,,,,,,,
242,07/25/24 09:27:51 AM,12.883,,,,,,,
243,07/25/24 11:27:51 AM,19.662,,,,,,,
244,07/25/24 01:27:51 PM,23.004,,,,,,,
245,07/25/24 03:27:51 PM,19.092,,,,,,,
246,07/25/24 05:27:51 PM,20.138,,,,,,,
247,07/25/24 07:27:51 PM,16.332,,,,,,,
248,07/25/24 09:27:51 PM,13.750,,,,,,,
249,07/25/24 11:27:51 PM,12.110,,,,,,,
250,07/26/24 01:27:51 AM,11.431,,,,,,,
251,07/26/24 03:27:51 AM,10.846,,,,,,,
252,07/26/24 05:27:51 AM,9.768,,,,,,,
253,07/26/24 07:27:51 AM,9.275,,,,,,,
254,07/26/24 09:27:51 AM,12.110,,,,,,,
255,07/26/24 11:27:51 AM,14.900,,,,,,,
256,07/26/24 01:27:51 PM,16.999,,,,,,,
257,07/26/24 03:27:51 PM,18.901,,,,,,,
258,07/26/24 05:27:51 PM,19.472,,,,,,,
259,07/26/24 07:27:51 PM,15.760,,,,,,,
260,07/26/24 09:27:51 PM,12.013,,,,,,,
261,07/26/24 11:27:51 PM,10.259,,,,,,,
262,07/27/24 01:27:51 AM,8.680,,,,,,,
263,07/27/24 03:27:51 AM,7.983,,,,,,,
264,07/27/24 05:27:51 AM,7.179,,,,,,,
265,07/27/24 07:27:51 AM,7.079,,,,,,,
266,07/27/24 09:27:51 AM,12.401,,,,,,,
267,07/27/24 11:27:51 AM,16.999,,,,,,,
268,07/27/24 01:27:51 PM,17.094,,,,,,,
269,07/27/24 03:27:51 PM,20.138,,,,,,,
270,07/27/24 05:27:51 PM,20.138,,,,,,,
271,07/27/24 07:27:51 PM,15.760,,,,,,,
272,07/27/24 09:27:51 PM,11.722,,,,,,,
273,07/27/24 11:27:51 PM,9.669,,,,,,,
274,07/28/24 01:27:51 AM,8.779,,,,,,,
275,07/28/24 03:27:51 AM,8.082,,,,,,,
276,07/28/24 05:27:51 AM,6.978,,,,,,,
277,07/28/24 07:27:51 AM,7.079,,,,,,,
278,07/28/24 09:27:51 AM,11.625,,,,,,,
279,07/28/24 11:27:51 AM,16.808,,,,,,,
280,07/28/24 01:27:51 PM,20.138,,,,,,,
281,07/28/24 03:27:51 PM,22.238,,,,,,,
282,07/28/24 05:27:51 PM,21.664,,,,,,,
283,07/28/24 07:27:51 PM,17.379,,,,,,,
284,07/28/24 09:27:51 PM,12.013,,,,,,,
285,07/28/24 11:27:51 PM,9.669,,,,,,,
286,07/29/24 01:27:51 AM,8.779,,,,,,,
287,07/29/24 03:27:51 AM,7.983,,,,,,,
288,07/29/24 05:27:51 AM,7.481,,,,,,,
289,07/29/24 07:27:51 AM,7.280,,,,,,,
290,07/29/24 09:27:51 AM,12.690,,,,,,,
291,07/29/24 11:27:51 AM,18.616,,,,,,,
292,07/29/24 01:27:51 PM,22.812,,,,,,,
293,07/29/24 03:27:51 PM,25.125,,,,,,,
294,07/29/24 05:27:51 PM,21.951,,,,,,,
295,07/29/24 07:27:51 PM,18.236,,,,,,,
296,07/29/24 09:27:51 PM,13.076,,,,,,,
297,07/29/24 11:27:51 PM,10.748,,,,,,,
298,07/30/24 01:27:51 AM,9.472,,,,,,,
299,07/30/24 03:27:51 AM,8.680,,,,,,,
300,07/30/24 05:27:51 AM,7.381,,,,,,,
301,07/30/24 07:27:51 AM,7.481,,,,,,,
302,07/30/24 09:27:51 AM,12.980,,,,,,,
303,07/30/24 11:27:51 AM,18.996,,,,,,,
304,07/30/24 01:27:51 PM,23.484,,,,,,,
305,07/30/24 03:27:51 PM,25.902,,,,,,,
306,07/30/24 05:27:51 PM,23.677,,,,,,,
307,07/30/24 07:27:51 PM,19.472,,,,,,,
308,07/30/24 09:27:51 PM,13.846,,,,,,,
309,07/30/24 11:27:51 PM,11.334,,,,,,,
310,07/31/24 01:27:51 AM,9.571,,,,,,,
311,07/31/24 03:27:51 AM,8.481,,,,,,,
312,07/31/24 05:27:51 AM,6.775,,,,,,,
313,07/31/24 07:27:51 AM,6.978,,,,,,,
314,07/31/24 09:27:51 AM,13.461,,,,,,,
315,07/31/24 11:27:51 AM,20.043,,,,,,,
316,07/31/24 01:27:51 PM,24.931,,,,,,,
317,07/31/24 03:27:51 PM,26.879,,,,,,,
318,07/31/24 05:27:51 PM,25.222,,,,,,,
319,07/31/24 07:27:51 PM,20.329,,,,,,,
320,07/31/24 09:27:51 PM,14.038,,,,,,,
321,07/31/24 11:27:51 PM,11.528,,,,,,,
322,08/01/24 01:27:51 AM,9.669,,,,,,,
323,08/01/24 03:27:51 AM,8.182,,,,,,,
324,08/01/24 05:27:51 AM,7.481,,,,,,,
325,08/01/24 07:27:51 AM,7.481,,,,,,,
326,08/01/24 09:27:51 AM,14.709,,,,,,,
327,08/01/24 11:27:51 AM,22.621,,,,,,,
328,08/01/24 01:27:51 PM,27.173,,,,,,,
329,08/01/24 03:27:51 PM,29.552,,,,,,,
330,08/01/24 05:27:51 PM,27.665,,,,,,,
331,08/01/24 07:27:51 PM,20.329,,,,,,,
332,08/01/24 09:27:51 PM,14.804,,,Logged,,,,
333,08/01/24 11:27:51 PM,11.916,,,,,,,
334,08/02/24 01:27:51 AM,10.455,,,,,,,
335,08/02/24 03:27:51 AM,9.373,,,,,,,
336,08/02/24 05:27:51 AM,8.879,,,,,,,
337,08/02/24 07:27:51 AM,8.779,,,,,,,
338,08/02/24 09:27:51 AM,15.569,,,,,,,
339,08/02/24 11:27:51 AM,21.091,,,,,,,
340,08/02/24 01:27:51 PM,26.097,,,,,,,
341,08/02/24 03:27:51 PM,27.272,,,,,,,
342,08/02/24 05:27:51 PM,26.585,,,,,,,
343,08/02/24 07:27:51 PM,21.282,,,,,,,
344,08/02/24 09:27:51 PM,15.664,,,,,,,
345,08/02/24 11:27:51 PM,12.497,,,,,,,
346,08/03/24 01:27:51 AM,10.651,,,,,,,
347,08/03/24 03:27:51 AM,9.472,,,,,,,
348,08/03/24 05:27:51 AM,8.581,,,,,,,
349,08/03/24 07:27:51 AM,8.382,,,,,,,
350,08/03/24 09:27:51 AM,15.282,,,,,,,
351,08/03/24 11:27:51 AM,22.621,,,,,,,
352,08/03/24 01:27:51 PM,27.764,,,,,,,
353,08/03/24 03:27:51 PM,29.953,,,,,,,
354,08/03/24 05:27:51 PM,23.869,,,,,,,
355,08/03/24 07:27:51 PM,20.424,,,,,,,
356,08/03/24 09:27:51 PM,14.996,,,,,,,
357,08/03/24 11:27:51 PM,12.401,,,,,,,
358,08/04/24 01:27:51 AM,10.553,,,,,,,
359,08/04/24 03:27:51 AM,9.669,,,,,,,
360,08/04/24 05:27:51 AM,9.866,,,,,,,
361,08/04/24 07:27:51 AM,10.651,,,,,,,
362,08/04/24 09:27:51 AM,14.804,,,,,,,
363,08/04/24 11:27:51 AM,22.621,,,,,,,
364,08/04/24 01:27:51 PM,25.222,,,,,,,
365,08/04/24 03:27:51 PM,27.665,,,,,,,
366,08/04/24 05:27:51 PM,18.236,,,,,,,
367,08/04/24 07:27:51 PM,15.951,,,,,,,
368,08/04/24 09:27:51 PM,12.594,,,,,,,
369,08/04/24 11:27:51 PM,10.259,,,,,,,
370,08/05/24 01:27:51 AM,9.373,,,,,,,
371,08/05/24 03:27:51 AM,8.481,,,,,,,
372,08/05/24 05:27:51 AM,7.782,,,,,,,
373,08/05/24 07:27:51 AM,8.082,,,,,,,
374,08/05/24 09:27:51 AM,12.980,,,,,,,
375,08/05/24 11:27:51 AM,17.760,,,,,,,
376,08/05/24 01:27:51 PM,13.076,,,,,,,
377,08/05/24 03:27:51 PM,18.616,,,,,,,
378,08/05/24 05:27:51 PM,13.365,,,,,,,
379,08/05/24 07:27:51 PM,13.173,,,,,,,
380,08/05/24 09:27:51 PM,10.553,,,,,,,
381,08/05/24 11:27:51 PM,9.077,,,,,,,
382,08/06/24 01:27:51 AM,8.382,,,,,,,
383,08/06/24 03:27:51 AM,7.983,,,,,,,
384,08/06/24 05:27:51 AM,7.280,,,,,,,
385,08/06/24 07:27:51 AM,7.582,,,,,,,
386,08/06/24 09:27:51 AM,12.013,,,,,,,
387,08/06/24 11:27:51 AM,17.665,,,,,,,
388,08/06/24 01:27:51 PM,21.187,,,,,,,
389,08/06/24 03:27:51 PM,21.187,,,,,,,
390,08/06/24 05:27:51 PM,19.472,,,,,,,
391,08/06/24 07:27:51 PM,16.618,,,,,,,
392,08/06/24 09:27:51 PM,12.883,,,,,,,
393,08/06/24 11:27:51 PM,10.944,,,,,,,
394,08/07/24 01:27:51 AM,9.768,,,,,,,
395,08/07/24 03:27:51 AM,9.077,,,,,,,
396,08/07/24 05:27:51 AM,8.382,,,,,,,
397,08/07/24 07:27:51 AM,8.779,,,,,,,
398,08/07/24 09:27:51 AM,12.787,,,,,,,
399,08/07/24 11:27:51 AM,15.664,,,,,,,
400,08/07/24 01:27:51 PM,20.424,,,,,,,
401,08/07/24 03:27:51 PM,14.325,,,,,,,
402,08/07/24 05:27:51 PM,13.750,,,,,,,
403,08/07/24 07:27:51 PM,11.528,,,,,,,
404,08/07/24 09:27:51 PM,10.063,,,,,,,
405,08/07/24 11:27:51 PM,8.879,,,,,,,
406,08/08/24 01:27:51 AM,7.882,,,,,,,
407,08/08/24 03:27:51 AM,7.381,,,,,,,
408,08/08/24 05:27:51 AM,6.775,,,,,,,
409,08/08/24 07:27:51 AM,6.674,,,,,,,
410,08/08/24 09:27:51 AM,12.787,,,,,,,
411,08/08/24 11:27:51 AM,18.711,,,,,,,
412,08/08/24 01:27:51 PM,19.377,,,,,,,
413,08/08/24 03:27:51 PM,20.234,,,,,,,
414,08/08/24 05:27:51 PM,14.996,,,,,,,
415,08/08/24 07:27:51 PM,11.528,,,,,,,
416,08/08/24 09:27:51 PM,9.768,,,,,,,
417,08/08/24 11:27:51 PM,8.382,,,,,,,
418,08/09/24 01:27:51 AM,7.983,,,,,,,
419,08/09/24 03:27:51 AM,7.682,,,,,,,
420,08/09/24 05:27:51 AM,7.481,,,,,,,
421,08/09/24 07:27:51 AM,7.280,,,,,,,
422,08/09/24 09:27:51 AM,9.275,,,,,,,
423,08/09/24 11:27:51 AM,14.134,,,,,,,
424,08/09/24 01:27:51 PM,12.401,,,,,,,
425,08/09/24 03:27:51 PM,8.779,,,,,,,
426,08/09/24 05:27:51 PM,9.965,,,,,,,
427,08/09/24 07:27:51 PM,8.680,,,,,,,
428,08/09/24 09:27:51 PM,7.381,,,,,,,
429,08/09/24 11:27:51 PM,6.674,,,,,,,
430,08/10/24 01:27:51 AM,6.471,,,,,,,
431,08/10/24 03:27:51 AM,6.064,,,,,,,
432,08/10/24 05:27:51 AM,5.450,,,,,,,
433,08/10/24 07:27:51 AM,5.141,,,,,,,
434,08/10/24 09:27:51 AM,9.768,,,,,,,
435,08/10/24 11:27:51 AM,14.517,,,,,,,
436,08/10/24 01:27:51 PM,17.475,,,,,,,
437,08/10/24 03:27:51 PM,16.046,,,,,,,
438,08/10/24 05:27:51 PM,11.528,,,,,,,
439,08/10/24 07:27:51 PM,9.373,,,,,,,
440,08/10/24 09:27:51 PM,7.582,,,,,,,
441,08/10/24 11:27:51 PM,6.877,,,,,,,
442,08/11/24 01:27:51 AM,6.370,,,,,,,
443,08/11/24 03:27:51 AM,5.655,,,,,,,
444,08/11/24 05:27:51 AM,5.037,,,,,,,
445,08/11/24 07:27:51 AM,5.450,,,,,,,
446,08/11/24 09:27:51 AM,8.282,,,,,,,
447,08/11/24 11:27:51 AM,9.768,,,,,,,
448,08/11/24 01:27:51 PM,10.748,,,,,,,
449,08/11/24 03:27:51 PM,9.176,,,,,,,
450,08/11/24 05:27:51 PM,9.866,,,,,,,
451,08/11/24 07:27:51 PM,8.680,,,,,,,
452,08/11/24 09:27:51 PM,6.166,,,,,,,
453,08/11/24 11:27:51 PM,5.655,,,,,,,
454,08/12/24 01:27:51 AM,5.655,,,,,,,
455,08/12/24 03:27:51 AM,5.347,,,,,,,
456,08/12/24 05:27:51 AM,5.244,,,,,,,
457,08/12/24 07:27:51 AM,5.347,,,,,,,
458,08/12/24 09:27:51 AM,10.455,,,,,,,
459,08/12/24 11:27:51 AM,14.709,,,,,,,
460,08/12/24 01:27:51 PM,19.853,,,,,,,
461,08/12/24 03:27:51 PM,19.948,,,,,,,
462,08/12/24 05:27:51 PM,17.570,,,,,,,
463,08/12/24 07:27:51 PM,14.038,,,,,,,
464,08/12/24 09:27:51 PM,10.357,,,,,,,
465,08/12/24 11:27:51 PM,9.472,,,,,,,
466,08/13/24 01:27:51 AM,8.282,,,,,,,
467,08/13/24 03:27:51 AM,7.381,,,,,,,
468,08/13/24 05:27:51 AM,7.280,,,,,,,
469,08/13/24 07:27:51 AM,6.978,,,,,,,
470,08/13/24 09:27:51 AM,8.282,,,,,,,
471,08/13/24 11:27:51 AM,9.965,,,,,,,
472,08/13/24 01:27:51 PM,14.709,,,,,,,
473,08/13/24 03:27:51 PM,12.304,,,,,,,
474,08/13/24 05:27:51 PM,10.161,,,,,,,
475,08/13/24 07:27:51 PM,8.978,,,,,,,
476,08/13/24 09:27:51 PM,7.079,,,,,,,
477,08/13/24 11:27:51 PM,6.573,,,,,,,
478,08/14/24 01:27:51 AM,6.268,,,,,,,
479,08/14/24 03:27:51 AM,6.166,,,,,,,
480,08/14/24 05:27:51 AM,5.655,,,,,,,
481,08/14/24 07:27:51 AM,5.141,,,,,,,
482,08/14/24 09:27:51 AM,9.472,,,,,,,
483,08/14/24 11:27:51 AM,14.325,,,,,,,
484,08/14/24 01:27:51 PM,16.523,,,,,,,
485,08/14/24 03:27:51 PM,12.594,,,,,,,
486,08/14/24 05:27:51 PM,13.558,,,,,,,
487,08/14/24 07:27:51 PM,10.357,,,,,,,
488,08/14/24 09:27:51 PM,4.831,,,,,,,
489,08/14/24 11:27:51 PM,4.519,,,,,,,
490,08/15/24 01:27:51 AM,4.727,,,,,,,
491,08/15/24 03:27:51 AM,3.893,,,,,,,
492,08/15/24 05:27:51 AM,3.367,,,,,,,
